0 1 2
1 772 1
1 781 1
1 784 2
1 785 81
1 787 1
1 789 2
1 790 1
1 791 1
1 794 1
1 795 1
1 796 2
1 799 24
1 802 1
1 804 1
1 805 17
1 806 3
1 808 1
1 810 1
1 811 1
1 817 3
1 824 2
1 825 1
1 827 1
1 829 1
1 833 1
1 840 2
1 841 3
1 842 1
1 845 2
1 850 1
1 852 11
1 854 1
1 857 1
1 858 200
1 862 1
1 863 5
1 865 1
1 867 2
1 871 1
1 872 1
1 873 3
1 874 1
1 875 1
1 877 2
1 882 5
1 885 2
1 888 1
1 893 1
1 896 1
1 898 1
1 899 1
1 900 3
1 903 1
1 904 1
1 905 1
1 907 95
1 912 1
1 913 4
1 917 1
1 918 1
1 919 1
1 921 1
1 923 4
1 924 2
1 925 1
1 926 1
1 928 1
1 937 1
1 938 1
1 941 1
1 944 2
1 945 1
1 949 1
1 951 1
1 954 1
1 955 2
1 956 5
1 957 1
1 960 1
1 962 1
1 964 1
1 971 1
1 979 1
1 985 1
1 988 2
1 992 1
1 994 2
1 998 1
1 1001 15
1 1003 17
1 1007 1
1 1010 1
1 1014 1
1 1024 1
1 1025 2
1 1028 2
1 1030 1
1 1031 5
1 1037 2
1 1039 1
1 1041 1
1 1044 1
1 1048 1
1 1049 2
1 1052 1
1 1053 1
1 1054 148
1 1058 1
1 1059 1
1 1060 2
1 1061 1
1 1063 7
1 1066 10
1 1067 2
1 1073 1
1 1074 3
1 1079 1
1 1084 1
1 1091 4
1 1094 1
1 1095 1
1 1096 1
1 1098 1
1 1099 65
1 1101 1
1 1103 1
1 1107 1
1 1108 2
1 1112 2
1 1116 1
1 1118 1
1 1124 4
1 1128 1
1 1130 1
1 1134 3
1 1139 2
1 1141 1
1 1142 11
1 1147 1
1 1148 1
1 1156 1
1 1158 2
1 1163 5
1 1167 6
1 1168 1
1 1170 8
1 1173 2
1 1174 1
1 1175 3
1 1176 1
1 1177 1
1 1178 13
1 1179 1
1 1182 2
1 1185 1
1 1191 4
1 1192 1
1 1194 1
1 1195 1
1 1199 4
1 1201 3
1 1218 2
1 1229 1
1 1232 4
1 1236 1
1 1243 1
1 1244 4
1 1246 1
1 1249 11
1 1253 1
1 1260 1
1 1261 1
1 1262 1
1 1265 1
1 1266 1
1 1267 1
1 1269 2
1 1272 1
1 1277 2
1 1282 1
1 1285 1
1 1286 1
1 1290 1
1 1296 1
1 1298 1
1 1303 3
1 1306 1
1 1314 1
1 1319 18
1 1323 1
1 1328 1
1 1336 1
1 1337 1
1 1338 1
1 1343 9
1 1347 88
1 1350 1
1 1352 1
1 1353 1
1 1354 1
1 1358 1
1 1360 1
1 1364 4
1 1366 1
1 1371 2
1 1372 1
1 1374 3
1 1375 1
1 1377 1
1 1378 2
1 1383 2
1 1385 1
1 1386 3
1 1388 1
1 1390 2
1 1395 6
1 1397 3
1 1398 1
1 1402 3
1 1404 4
1 1406 22
1 1408 2
1 1412 1
1 1413 1
1 1419 1
1 1423 2
1 1424 1
1 1425 200
1 1427 1
1 1428 3
1 1429 2
1 1431 5
1 1432 1
1 1433 3
1 1436 6
1 1438 17
1 1442 1
1 1444 1
1 1445 1
1 1446 1
1 1449 1
1 1452 1
1 1456 1
1 1458 5
1 1459 1
1 1460 1
1 1461 1
1 1467 1
1 1470 1
1 1474 1
1 1476 2
1 1477 1
1 1481 1
1 1484 1
1 1485 1
1 1487 3
1 1489 2
1 1491 1
1 1492 7
1 1495 2
1 1499 1
1 1504 1
1 1505 1
1 1506 4
1 1507 1
1 1511 1
1 1515 1
1 1516 1
1 1518 4
1 1524 1
1 1527 2
1 1529 1
1 1533 1
1 1535 15
1 1538 1
1 1541 1
1 1542 42
1 1543 1
1 1546 1
1 1549 1
1 1560 1
1 1565 5
1 1576 1
1 1578 1
1 1585 5
1 1594 2
1 1600 1
1 1601 11
1 1602 1
1 1607 1
1 1609 3
1 1617 1
1 1620 2
1 1625 3
1 1631 3
1 1633 1
1 1634 1
1 1635 54
1 1637 2
1 1639 1
1 1645 1
1 1649 1
1 1650 3
1 1655 3
1 1658 3
1 1659 1
1 1666 1
1 1668 18
1 1669 1
1 1674 1
1 1678 1
1 1680 2
1 1686 1
1 1687 19
1 1690 4
1 1691 1
1 1694 1
1 1697 2
1 1700 4
1 1701 3
1 1707 1
1 1710 1
1 1711 4
1 1719 1
1 1720 2
1 1725 1
1 1730 5
1 1731 1
1 1734 1
1 1738 1
1 1744 2
1 1745 1
1 1746 1
1 1748 1
1 1751 1
1 1754 1
1 1755 1
1 1757 1
1 1762 1
1 1765 1
1 1767 6
1 1770 1
1 1773 1
1 1776 1
1 1781 1
1 1788 1
1 1790 1
1 1793 1
1 1794 1
1 1799 1
1 1804 2
1 1807 3
1 1808 1
1 1816 1
1 1821 1
1 1822 1
1 1825 1
1 1827 1
1 1835 1
1 1836 1
1 1838 1
1 1840 2
1 1843 1
1 1849 1
1 1850 1
1 1851 1
1 1852 24
1 1857 2
1 1860 9
1 1873 2
1 1875 2
1 1877 5
1 1880 1
1 1882 2
1 1886 1
1 1889 1
1 1890 1
1 1891 3
1 1896 12
1 1901 1
1 1902 2
1 1903 1
1 1911 2
1 1913 1
1 1914 1
1 1921 3
1 1924 1
1 1926 1
1 1931 2
1 1935 1
1 1948 1
1 1950 1
1 1953 4
1 1960 1
1 1961 2
1 1967 4
1 1978 8
1 1980 1
1 1997 3
1 2001 1
1 2003 4
1 2031 1
1 2127 1
1 2154 1
1 2156 1
1 2196 1
1 2206 1
1 2307 2
1 2361 2
1 2393 1
1 2395 1
1 2401 2
1 2476 5
1 2482 1
1 2485 1
1 2493 1
1 2512 4
1 2533 6
1 2569 1
1 2578 1
1 2599 12
1 2603 1
1 2632 1
1 2633 5
1 2651 6
1 2662 1
1 2670 1
1 2678 19
1 2681 1
1 2682 1
1 2694 13
1 2695 1
1 2722 6
1 2750 2
1 2783 2
1 2788 2
1 2794 1
1 2795 1
1 2798 1
1 2802 1
1 2897 1
1 2907 2
1 3005 3
1 3018 5
1 3032 3
1 3048 1
1 3100 1
1 3106 1
1 3123 2
1 3125 12
1 3158 1
1 3178 1
1 3186 1
1 3201 2
1 3210 1
1 3261 1
1 3279 1
1 3288 1
1 3290 1
1 3301 5
1 3363 2
1 3367 1
1 3372 1
1 3422 2
1 3467 1
1 3603 1
1 3615 1
1 3631 1
1 3632 1
1 3681 1
1 3710 18
1 3724 1
1 3731 3
1 3732 1
1 3741 2
1 3751 5
1 3803 1
1 3824 2
1 3826 2
1 3850 2
1 3870 1
1 3877 1
1 3890 1
1 3907 1
1 3919 1
1 3926 1
1 3932 6
1 3972 2
1 3975 1
1 3976 3
1 3986 1
1 4095 2
1 4127 11
1 4135 1
1 4179 2
1 4204 2
1 4231 1
1 4232 1
1 4257 2
1 4310 1
1 4320 7
1 4328 1
1 4333 1
1 4347 11
1 4370 1
1 4391 1
1 4393 1
1 4451 5
1 4469 1
1 4526 1
1 4567 1
1 4568 1
1 4582 3
1 4588 19
1 4596 2
1 4612 1
1 4621 1
1 4644 1
1 4653 2
1 4661 1
1 4667 1
1 4676 7
1 4704 16
1 4731 1
1 4732 1
1 4759 4
1 4767 5
1 4787 2
1 4869 1
1 4870 1
1 4874 4
1 4878 1
1 4925 1
1 4934 1
1 4950 2
1 4962 2
1 4979 1
1 4981 1
1 4986 1
1 5026 1
1 5049 1
1 5055 1
1 5072 200
1 5138 1
1 5157 1
1 5180 2
1 5218 1
1 5234 1
1 5250 18
1 5254 200
1 5355 7
1 5357 3
1 5370 3
1 5415 1
1 5455 2
1 5491 1
1 5567 1
1 5569 2
1 5618 3
1 5695 1
1 5719 4
1 5753 2
1 5755 2
1 5764 3
1 5767 1
1 5819 1
1 5843 5
1 5856 1
1 5893 1
1 5910 2
1 5928 1
1 6008 1
1 6050 1
1 6069 1
1 6098 1
1 6106 1
1 6114 1
1 6119 3
1 6136 4
1 6153 1
1 6160 1
1 6166 1
1 6180 1
1 6186 4
1 6222 1
1 6225 1
1 6238 1
1 6244 1
1 6266 1
1 6305 15
1 6313 1
1 6326 1
1 6331 2
1 6342 3
1 6376 1
1 6457 1
1 6490 24
1 6556 2
1 6582 2
1 6596 6
1 6616 1
1 6621 1
1 6632 1
1 6633 1
1 6649 1
1 6691 1
1 6765 1
1 6766 1
1 6849 1
1 6867 7
1 6870 1
1 6871 1
1 6900 1
1 6972 13
1 6981 1
1 7011 1
1 7020 1
1 7033 1
1 7064 2
1 7093 4
1 7115 2
1 7139 14
1 7163 2
1 7222 1
1 7245 1
1 7280 1
1 7287 1
1 7321 1
1 7363 3
1 7365 2
1 7374 3
1 7376 7
1 7417 1
1 7464 1
1 7491 1
1 7553 3
1 7565 2
1 7570 1
1 7576 1
1 7578 1
1 7584 2
1 7600 3
1 7606 1
1 7626 16
1 7635 1
1 7668 2
1 7687 1
1 7703 2
1 7774 1
1 7839 1
1 7852 1
1 7857 1
1 7860 1
1 7939 19
1 7949 1
1 7958 1
1 7996 1
1 8001 1
1 8010 2
1 8050 1
1 8091 2
1 8114 2
1 8144 4
1 8164 1
1 8186 3
1 8190 1
1 8201 1
1 8338 1
1 8380 1
1 8396 1
1 8398 6
1 8425 3
1 8436 4
1 8455 2
1 8528 2
1 8537 1
1 8558 23
1 8599 5
1 8635 2
1 8646 1
1 8691 1
1 8692 7
1 8703 1
1 8713 1
1 8718 6
1 8742 37
1 8753 1
1 8784 11
1 8798 200
1 8863 1
1 8887 3
1 8905 1
1 8908 1
1 8950 1
1 8968 1
1 8976 1
1 8993 5
1 8998 1
1 9018 5
1 9025 1
1 9044 5
1 9134 11
1 9147 1
1 9150 5
1 9193 3
1 9195 3
1 9222 2
1 9245 1
1 9250 2
1 9275 3
1 9280 1
1 9307 5
1 9345 2
1 9369 2
1 9370 1
1 9444 1
1 9476 7
1 9497 2
1 9501 1
1 9537 1
1 9579 12
1 9613 2
1 9637 1
1 9667 1
1 9720 5
1 9747 1
1 9751 1
1 9875 1
1 9902 1
1 9930 1
1 9935 19
1 9957 1
2 3 24
2 4 1
2 5 3
2 6 2
2 8 1
2 9 1
2 10 2
2 11 1
2 13 3
2 17 2
2 18 1
2 20 1
2 21 2
2 23 1
2 28 3
2 29 8
2 33 3
2 37 3
2 39 23
2 45 21
2 46 2
2 49 1
2 50 1
2 52 1
2 55 196
2 56 2
2 60 1
2 63 3
2 68 34
2 71 1
2 73 1
2 77 1
2 78 1
2 79 1
2 81 1
2 84 1
2 89 1
2 93 5
2 97 1
2 98 1
2 99 1
2 104 3
2 106 1
2 108 2
2 110 1
2 111 1
2 116 1
2 119 1
2 122 16
2 124 2
2 125 1
2 127 1
2 130 1
2 132 5
2 134 2
2 135 33
2 136 2
2 139 2
2 141 1
2 142 2
2 146 1
2 147 3
2 148 2
2 149 29
2 150 2
2 152 1
2 161 1
2 163 1
2 164 200
2 172 2
2 174 2
2 178 12
2 180 1
2 181 1
2 182 2
2 188 1
2 189 1
2 190 2
2 194 2
2 195 2
2 198 1
2 199 2
2 200 1
2 203 1
2 205 5
2 206 200
2 219 5
2 220 1
2 221 1
2 222 1
2 229 6
2 233 4
2 235 29
2 236 2
2 249 1
2 251 1
2 252 2
2 253 5
2 254 1
2 258 2
2 260 6
2 262 1
2 269 1
2 271 1
2 272 1
2 273 1
2 281 2
2 282 1
2 284 1
2 285 1
2 286 5
2 298 2
2 306 1
2 313 1
2 314 1
2 315 1
2 323 1
2 324 1
2 325 1
2 327 154
2 328 1
2 329 1
2 331 10
2 332 2
2 333 1
2 337 1
2 338 1
2 340 1
2 344 1
2 346 25
2 347 2
2 350 4
2 355 1
2 356 2
2 358 1
2 360 3
2 363 2
2 365 1
2 367 2
2 368 1
2 372 1
2 374 1
2 377 1
2 381 1
2 384 17
2 385 1
2 388 1
2 391 1
2 392 1
2 393 1
2 394 1
2 395 80
2 400 11
2 405 1
2 412 1
2 416 2
2 425 2
2 427 2
2 429 3
2 433 7
2 435 2
2 440 1
2 441 2
2 442 1
2 444 1
2 448 3
2 450 4
2 451 1
2 462 1
2 463 3
2 464 1
2 466 1
2 468 1
2 469 1
2 473 4
2 474 2
2 477 1
2 478 1
2 479 1
2 480 1
2 484 1
2 485 18
2 490 1
2 491 1
2 492 1
2 493 9
2 496 1
2 497 1
2 503 1
2 504 2
2 508 2
2 511 1
2 514 1
2 515 3
2 519 1
2 527 9
2 534 1
2 535 2
2 536 3
2 537 3
2 542 2
2 547 3
2 550 25
